celltype,gene,adj_p_val,lfc
Astro,BTBD8,0.033609095,-0.420574694
Astro,SEC61B,0.033609095,-0.633075908
Astro,RSRP1,0.033673937,-0.184986606
Astro,ANAPC11,0.033673937,-0.695421892
Astro,SKIV2L2,0.033684196,-0.496790943
Astro,ARL3,0.033684196,-0.330032369
Astro,TNFRSF1A,0.033840684,0.692531861
Astro,TRAK2,0.033904121,-0.535454146
Astro,NMNAT2,0.033947365,-0.647431004
Astro,CAPZA1,0.034175537,-0.402473032
Astro,QRSL1,0.034175537,-0.732523808
Astro,SMS,0.034175537,0.844344105
Astro,TMEM218,0.034175537,1.089012124
Astro,EPS15L1,0.034175537,-0.327459096
Astro,EDA,0.034447449,-0.533476534
Astro,LMNTD1,0.034447449,0.664515223
Astro,NBPF19,0.034576882,-0.229567637
Astro,CNNM2,0.034861158,-0.249128216
Astro,GNAI2,0.034948318,0.872374387
Astro,PI16,0.034948318,0.773938063
Astro,MORN4,0.034948318,-0.700894333
Astro,MGRN1,0.034948318,-0.434640517
Astro,ARFGEF3,0.034974531,-0.476431808
Astro,CLCN6,0.035139891,-0.833144853
Astro,P3H2,0.035417922,1.310460975
Astro,SAP30L,0.035431894,-1.15737502
Astro,ZNF436,0.035569062,2.156115372
Astro,ANKRD44,0.035625246,-0.32201655
Astro,RNF5,0.035625246,-0.95543206
Astro,EDNRB,0.035625246,0.531446024
Astro,TTYH1,0.035912607,-0.166604001
Astro,GNG3,0.036510233,-1.482718409
Astro,DAG1,0.037058239,0.561148332
Astro,MRPL4,0.037098734,-0.443997534
Astro,UQCRFS1,0.037157356,-0.599471207
Astro,ATP2B2,0.037332469,-0.163303148
Astro,LRAT,0.037332469,0.74608956
Astro,FBF1,0.037332469,-0.935876117
Astro,MTF2,0.037784333,-0.253308626
Astro,SDC4,0.037818056,0.405694277
Astro,ECM2,0.037900622,1.75326677
Astro,CMC2,0.037900622,-0.428990034
Astro,C2orf76,0.038078724,-0.539760371
Astro,RPS7,0.038174179,-0.795839545
Astro,NTPCR,0.038219638,-0.716261989
Astro,EIF2AK2,0.038219638,-0.600797912
Astro,PRELP,0.038510963,0.996731132
Astro,ACAT2,0.038510963,-0.831692706
Astro,UBE2E3,0.038738283,-0.210825728
Astro,TMEM144,0.039362812,-0.385274971
Astro,ZNF277,0.039947224,-0.256697986
Astro,NCKAP1,0.040024425,-0.214132559
Astro,ZC3H15,0.040024425,-0.320250432
Astro,RDH13,0.040024425,-1.198878266
Astro,RRN3,0.04031891,-0.538888703
Astro,CGNL1,0.04047053,-0.162815243
Astro,SLC25A29,0.040955776,0.407684625
Astro,TRDMT1,0.041029625,-0.422009182
Astro,GOT1,0.041340613,-0.305036516
Astro,RPRML,0.041340613,-2.056870444
Astro,AC069368.3,0.041374373,-0.228158322
Astro,ADCK4,0.041374373,-0.368583468
Astro,CDADC1,0.041409714,-0.880297125
Astro,SPATA4,0.041454247,-4.853938551
Astro,HHLA2,0.041626504,-4.394439477
Astro,SRSF1,0.041626504,-3.781757258
Astro,SYF2,0.041731541,-0.958019882
Astro,DENND1A,0.042133634,-0.168152636
Astro,UCHL1,0.042158354,-0.564139756
Astro,C16orf62,0.042158354,-0.36766757
Astro,SLC11A2,0.042186154,-0.514677971
Astro,ASPDH,0.042186154,-1.567629924
Astro,RIMKLA,0.042775026,-1.235705447
Astro,FAM159A,0.042775026,-2.897983984
Astro,GSK3B,0.042775026,-0.284798522
Astro,ARHGEF9,0.042775026,-0.405204188
Astro,EP400,0.043825899,-0.49453032
Astro,ZHX3,0.043825899,0.312588714
Astro,ZNF415,0.043825899,1.940320873
Astro,AVL9,0.043873739,-0.147558756
Astro,NKX2-2,0.043979883,-0.40955571
Astro,MECR,0.044149278,-0.683126282
Astro,AARS,0.044213362,-0.291483364
Astro,SNAP25,0.044215675,-0.22592352
Astro,IPMK,0.044435163,-0.499518705
Astro,ZNF280D,0.044435163,-0.154898238
Astro,TMEM164,0.04474651,-0.276885524
Astro,CGRRF1,0.04507384,-0.626844907
Astro,PIGL,0.04507384,-0.551649147
Astro,CSMD1,0.045088313,-0.229091558
Astro,ATRNL1,0.045088313,-0.184621306
Astro,OPA1,0.045184927,-0.416611888
Astro,C21orf58,0.045258662,-1.013111557
Astro,GDAP1,0.045343686,-0.307306876
Astro,CRY2,0.045343686,-0.480889782
Astro,RUNDC1,0.045669982,-0.996968858
Astro,CRYM,0.045738321,-1.254748563
Astro,ZNF793,0.045839464,-0.518521587
Astro,ANKS1B,0.046216502,-0.10498078
Astro,MDH1,0.046254089,-0.19620821
Astro,TTLL4,0.04771269,-0.582659858
Astro,ZFYVE21,0.04771269,-0.33263373
Astro,GSG1L,0.04771269,-0.826837176
Astro,IQCG,0.047935124,-0.587521882
Astro,PNPLA4,0.047935124,-1.437969775
Astro,TTLL5,0.047935124,-0.320507061
Astro,NBPF14,0.048092595,-0.280890522
Astro,TM7SF2,0.048092595,-0.343969088
Astro,TRPS1,0.048810863,0.184800118
Astro,ADAMTS17,0.048810863,-0.148760617
Astro,TAGLN3,0.048839121,-0.489631709
Astro,CDC14B,0.048839121,-0.178348993
Astro,RUVBL1,0.048859042,-0.605446997
Astro,CP,0.048893734,1.355341673
Astro,RAD51C,0.050067027,-0.583170198
Astro,RTN4,0.050194939,-0.164600935
Astro,RNF19B,0.050277918,0.584688068
Astro,ROR1,0.050277918,-0.241144392
Astro,CRB2,0.050277918,0.49203891
Astro,GSTM5,0.050456252,0.667496057
Astro,ZMYM3,0.050457097,1.157424863
Astro,BEX5,0.050457097,-2.125007842
Astro,GDI1,0.050457097,0.489820277
Astro,GNA14,0.050457097,-0.22804847
Astro,KCTD5,0.050630552,-0.867900783
Astro,LFNG,0.050749855,0.829518323
Astro,EXOC7,0.051020981,-0.37989653
Astro,RPL10A,0.051290329,-0.606498587
Astro,EBPL,0.051317632,-0.73286822
Astro,PNN,0.051585947,-0.201623517
Astro,TOM1L2,0.051700003,-0.184726458
Astro,ATG13,0.052070856,-0.162584826
Astro,WDR12,0.052533739,-0.725999245
Astro,EXOC6B,0.053030457,-0.107116796
Astro,ZNF518A,0.053241934,-0.133363321
Astro,FAP,0.053587699,1.432373068
Astro,LRFN2,0.053587699,-0.654024856
Astro,CCDC47,0.053587699,-1.200047891
Astro,CCBE1,0.053587699,1.399549916
Astro,MAST4,0.053634251,-0.152466413
Astro,GRIN2B,0.053634251,-0.870619164
Astro,SEMA6D,0.053634251,-0.301190049
Astro,CNTNAP1,0.053634251,1.102074026
Astro,AP000769.1,0.053895585,-1.384960464
Astro,HSF4,0.053895585,-0.366373196
Astro,LARP7,0.053992219,0.449776757
Astro,NIPAL2,0.054203202,-1.101483818
Astro,DAAM2,0.054317122,-0.156312883
Astro,SMARCA2,0.054418548,-0.22610525
Astro,LAMA1,0.054664902,-0.260827214
Astro,OCIAD1,0.054691631,-0.283810038
Astro,ERBB2IP,0.054691631,0.217056623
Astro,ATN1,0.054691631,0.627598778
Astro,SPDYA,0.055032354,-0.769381346
Astro,CACNG8,0.055766169,-1.014728777
Astro,STK39,0.055892708,-0.35379379
Astro,SFXN5,0.056130387,-0.121086327
Astro,ARL17A,0.056731162,0.718992531
Astro,TPK1,0.056964986,-0.229665481
Astro,TSEN2,0.056970783,-0.483043592
Astro,DHRS7B,0.056994453,-0.430284204
Astro,ATP8A1,0.057108678,-0.233193699
Astro,MSMO1,0.057108678,-0.271296504
Astro,FKTN,0.05756027,-0.638063077
Astro,GFOD1,0.057656055,-0.376727073
Astro,AGT,0.058047002,-0.239859378
Astro,SLC15A2,0.05865307,-0.235155713
Astro,CCT3,0.058859503,-0.352351397
Astro,CAMK4,0.058859503,-0.346712434
Astro,AR,0.058859503,0.570199494
Astro,CTSL,0.058859503,-0.471061447
Astro,SYT9,0.058859503,-0.245592286
Astro,GALNT18,0.058859503,-0.23833067
Astro,PTPRR,0.058859503,-0.893006676
Astro,MPG,0.058859503,-0.577604193
Astro,PTPN1,0.058859503,-0.686001747
Astro,FADS2,0.059464138,-0.142564537
Astro,PNPLA6,0.059484328,0.493104002
Astro,TMEM54,0.059625764,1.691126435
Astro,HRSP12,0.059828043,-0.482600835
Astro,HERC6,0.059890903,-0.900390632
Astro,SFXN4,0.059890903,-0.40132443
Astro,GPCPD1,0.059890903,-0.681834336
Astro,ANKAR,0.060272638,-0.202641873
Astro,XKR6,0.060272638,-0.184506031
Astro,SRP14,0.060272638,-0.255572104
Astro,PRKAA2,0.060317124,-0.35002351
Astro,MGAT5,0.060317124,-0.274710263
Astro,RPL34,0.060317124,0.586810748
Astro,TRIL,0.060317124,0.461041551
Astro,SNAI3,0.060317124,-0.714875227
Astro,TOM1L1,0.060328271,-0.407152295
Astro,MED13L,0.060498484,-0.189492543
Astro,ITGA6,0.061178685,-0.164376428
Astro,MAN2A1,0.06128004,-0.273018679
Astro,ACSS3,0.061395305,-0.111293292
Astro,KLHL32,0.061694224,-0.126613703
Astro,AIG1,0.061844758,-0.20789358
Astro,SIRPA,0.061844758,0.378600258
Astro,DDRGK1,0.061844758,-0.4628199
Astro,PLD3,0.061844758,-0.255241421
Astro,FBXL2,0.062315268,-0.520632105
Astro,RNF150,0.062337965,-0.330134895
Astro,PLCXD3,0.062684213,0.952209312
Astro,TUBB2A,0.062684213,-0.405544657
Astro,DDR1,0.062684213,0.445096487
Astro,ZHX2,0.062684213,-0.125572558
Astro,CRYAB,0.062684213,0.362422345
Astro,MAMSTR,0.062684213,-1.424683168
Astro,FAM69C,0.062739761,-0.784666525
Astro,APPBP2,0.062922428,-0.327586101
Astro,CIART,0.062973592,-0.740558201
Astro,ACYP2,0.062973592,-0.101818314
Astro,SH3GL3,0.062973592,-1.101710238
Astro,TAF11,0.063114553,-0.700519928
Astro,RRAGB,0.063114553,-0.491451572
Astro,CIB1,0.063193247,-0.450614369
Astro,ZNF302,0.06353579,-0.36808318
Astro,ZNF726,0.063608257,-0.957185517
Astro,C1orf54,0.063839332,-0.273917258
Astro,SLC30A1,0.063839332,0.621100523
Astro,RBMS3,0.063839332,-0.12062712
Astro,EPB41L2,0.063878002,-0.14339034
Astro,RHEB,0.063953154,-0.255518622
Astro,SYCE2,0.063953154,-0.977719887
Astro,SHANK2,0.063994201,-0.61537606
Astro,VPS45,0.06428868,-0.304075861
Astro,TMEM14C,0.0647932,0.515354286
Astro,NUP205,0.064888676,-0.627797128
Astro,MRPL20,0.065089069,-0.313873394
Astro,C4orf33,0.065089069,-0.783430021
Astro,SNTB2,0.065089069,-0.446645227
Astro,DNAJC19,0.065418563,-0.587968711
Astro,DEAF1,0.065418563,-0.285073712
Astro,TUBA1A,0.065418563,-0.314519945
Astro,LAMB2,0.065641295,0.616312577
Astro,TRIM44,0.065641295,-0.216373918
Astro,NINL,0.065953511,-0.391015291
Astro,ZKSCAN3,0.066139963,-1.659884148
Astro,TRDN,0.066139963,0.726514166
Astro,NUDT2,0.066139963,-0.715289124
Astro,HCFC2,0.066139963,-0.579350178
Astro,TEFM,0.066139963,-0.499836943
Astro,GSTM3,0.06654551,-0.479596142
Astro,FGFR2,0.06654551,-0.15290337
Astro,FBXO46,0.06654551,-0.68909721
Astro,PACRGL,0.066558089,-0.041867831
Astro,PIAS1,0.066558089,-0.18294228
Astro,ZMYND8,0.066558089,-0.195413739
Astro,S100A16,0.066579335,-0.357989676
Astro,CHKA,0.066579335,-0.123340572
Astro,SSFA2,0.066721118,0.473245255
Astro,AHI1,0.066721118,-0.097637708
Astro,NEFM,0.066721118,-0.787226518
Astro,UAP1,0.067749703,-0.848207763
Astro,CHPF,0.067749703,0.802466122
Astro,CHST6,0.067749703,0.958515005
Astro,ZBTB32,0.067749703,-1.893719472
Astro,ANKRD53,0.067911665,4.389747087
Astro,IRS2,0.067988189,0.358688521
Astro,TIMM8B,0.06880921,-0.679116515
Astro,ADCY10,0.069189028,-1.501433267
Astro,METAP1D,0.069189028,-0.592437422
Astro,ADPRM,0.069189028,-1.128993653
Astro,RPL38,0.069189028,0.52268909
Astro,SLC44A2,0.069189028,0.472646397
Astro,SCFD2,0.06921665,-0.328863286
Astro,LRBA,0.069314581,-0.207422887
Astro,RARRES1,0.06948755,-0.662214601
Astro,TRA2A,0.06948755,-0.177972962
Astro,WHSC1L1,0.06948755,-0.15685861
Astro,TRIM13,0.069581997,-0.395148532
Astro,TIAL1,0.069867013,-0.300321215
Astro,YEATS2,0.070087184,-0.354920835
Astro,GEMIN2,0.070087184,-1.060209769
Astro,CACNA1A,0.070087184,-0.289590839
Astro,UPF3B,0.070088592,-0.29201202
Astro,DLGAP1,0.070289002,0.38389249
Astro,PTK2B,0.070293284,-0.478590375
Astro,CPLX1,0.07035266,-0.776067667
Astro,HECW1,0.07035266,-0.65006109
Astro,HSPB1,0.07050598,0.336806345
Astro,KIAA1429,0.070556617,-0.423732456
Astro,OLA1,0.070654053,-0.422628344
Astro,PLXDC2,0.070654053,0.419011965
Astro,SCMH1,0.070848169,-0.211566081
Astro,GABRA2,0.070994453,-0.130385357
Astro,ATP5S,0.071115344,-0.560874611
Astro,RGS20,0.071120749,-0.129748306
Astro,NRGN,0.071284711,-0.481443027
Astro,SEC22B,0.071542269,-0.343040045
Astro,KIF1B,0.071568822,-0.129302347
Astro,DHRS7,0.071568822,-0.399978032
Astro,ISG15,0.071921586,-1.268748349
Astro,SPOCK3,0.071932064,-0.76377497
Astro,SLC46A3,0.071932064,-0.850549722
Astro,SLC39A11,0.071932064,0.304719051
Astro,KLHDC10,0.072348396,-0.196260693
Astro,ENDOV,0.072350231,-0.621853357
Astro,TNKS,0.072714208,-0.072253553
Astro,UBAC2,0.072714208,-0.238974254
Astro,ARHGAP32,0.073173942,-0.067773808
Astro,FAM153A,0.073231114,-0.431656107
Astro,IQCA1,0.073613278,-0.128643486
Astro,UNC5C,0.073613278,-0.210650527
Astro,SNX14,0.073613278,-0.253447056
Astro,SFT2D1,0.073613278,-0.452301143
Astro,LAS1L,0.073613278,-0.693105579
Astro,INTS10,0.073613278,-0.188451952
Astro,NRXN3,0.073613278,-0.32303845
Astro,DOK5,0.073613278,-0.027762231
Astro,RHD,0.073630689,-0.782294755
Astro,CEP70,0.073630689,-0.553973962
Astro,THEM6,0.073630689,0.819757969
Astro,TTC7B,0.073630689,-0.12820708
Astro,PAFAH1B1,0.073630689,-0.100386808
Astro,DNAH9,0.073630689,-0.399313517
Astro,DNAJB1,0.073630689,0.548221269
Astro,ATP5J,0.073630689,0.622739296
Astro,KALRN,0.073964253,-0.058613676
Astro,APBA1,0.07418198,-0.24174684
Astro,TDRD3,0.07418198,-0.226200235
Astro,DNAH7,0.07438914,0.346612758
Astro,MALSU1,0.07438914,-0.483102685
Astro,TDG,0.074414408,-0.495130083
Astro,ZNF844,0.074414408,-0.50470305
Astro,ZNF552,0.074414408,-0.903122864
Astro,FOXN3,0.074802385,-0.108679511
Astro,TMEM51,0.074940117,-0.716777653
Astro,DTNA,0.074940117,0.063537588
Astro,IGFN1,0.075079494,-1.711232094
Astro,UBR3,0.075079494,-0.190568453
Astro,UNC80,0.075079494,-0.228803774
Astro,ADM,0.075079494,1.045816962
Astro,PYGO1,0.075079494,-0.375989816
Astro,HS3ST2,0.075079494,-2.347541566
Astro,KREMEN1,0.075079494,-0.136043296
Astro,FO538757.2,0.075232493,0.358049867
Astro,TSC1,0.075419628,-0.288040071
Astro,ACKR2,0.075420044,-2.172417991
Astro,GBA2,0.075453394,-0.497608472
Astro,GLA,0.075921157,-0.130157556
Astro,ELP4,0.075921157,-0.054041099
Astro,MTMR14,0.076440347,-0.709729578
Astro,PDLIM3,0.076440347,-0.347750282
Astro,MOB3B,0.076440347,0.681170394
Astro,KANK1,0.076493645,-0.137339183
Astro,C16orf89,0.076624146,-0.537703257
Astro,NAA38,0.076624146,-0.447991314
Astro,ZFR2,0.076649136,-1.331783677
Astro,SHARPIN,0.076649442,-0.414761422
Astro,MRPS6,0.076649442,0.689551433
Astro,ALDH1L1,0.076749692,-0.129315289
Astro,SYT1,0.076749692,-0.233165383
Astro,AGBL5,0.077237205,-0.592619274
Astro,NSMF,0.077520589,0.499958063
Astro,ITGA5,0.077520589,3.044915479
Astro,ZBTB7C,0.077520589,-0.246922919
Astro,GMNC,0.077944307,2.651069271
Astro,PAPLN,0.077944307,-0.158700153
Astro,RPL32,0.077997308,0.679047874
Astro,SIPA1L3,0.078124998,-0.122302636
Astro,GPR37,0.078253892,1.691371997
Astro,AK8,0.078253892,-0.700473077
Astro,SF3A2,0.078253892,-0.967056442
Astro,RNF144A,0.078528844,-0.389187614
Astro,WDR49,0.078528844,0.353406744
Astro,TNFRSF11B,0.078528844,0.605696285
Astro,CYB561,0.078528844,-1.50613392
Astro,MKRN3,0.07873464,-0.278007332
Astro,MTF1,0.078848894,-0.718999656
Astro,XRCC5,0.078848894,-0.331387669
Astro,CAV3,0.078848894,-1.24218552
Astro,HHIP,0.078848894,-0.574415386
Astro,C9orf43,0.078848894,-2.076104814
Astro,APPL2,0.078848894,-0.241727859
Astro,SLC7A6,0.078848894,-0.511920112
Astro,BEAN1,0.079007343,-1.285159741
Astro,CCNL2,0.079840752,0.417968616
Astro,KLRD1,0.080252267,-0.597572037
Astro,MAST1,0.080252267,-0.376654722
Astro,HMGCS1,0.080537567,-0.383175472
Astro,PNPLA3,0.080588038,-0.583800234
Astro,ALG10B,0.080801447,0.959511525
Astro,WDR73,0.081016043,-0.381388113
Astro,MARK3,0.081209558,-0.122693033
Astro,SDC3,0.081651264,0.436035309
Astro,NR4A1,0.081651264,1.117978559
Astro,C1orf87,0.081987622,1.256647625
Astro,ITPKB,0.082872373,0.300420762
Astro,MORF4L1,0.082872373,-0.316678218
Astro,TIAM2,0.083288544,0.038788146
Astro,SMARCC1,0.083293897,-0.214697039
Astro,HPCA,0.083874223,-2.435342155
Astro,TBL1XR1,0.083874223,-0.112107012
Astro,WWOX,0.083874223,-0.087644269
Astro,SHKBP1,0.083874223,1.801547496
Astro,LPXN,0.084109688,-0.54241435
Astro,GNL3,0.084169211,-0.542593059
Astro,C16orf45,0.084296525,-0.158846341
Astro,WDR37,0.084567846,-0.247444757
Astro,EFNA5,0.084651032,-0.137053519
Astro,DNAJC17,0.084651032,-0.203145315
Astro,MTCL1,0.084668602,-0.862445217
Astro,LRRC69,0.085354272,-0.547658136
Astro,PIP5K1A,0.085479527,-0.234428139
Astro,PJA2,0.085479527,-0.357380486
Astro,ZKSCAN7,0.085689113,-0.705814269
Astro,EMX2,0.085689113,0.329737918
Astro,SPRED1,0.085742931,-0.134007087
Astro,ANGEL2,0.085755871,-0.588003631
Astro,SH3D19,0.085835655,-0.413964766
Astro,CAT,0.085835655,-0.36527687
Astro,CEP85L,0.085945471,-0.236887587
Astro,TNRC6B,0.086795946,-0.098329989
Astro,NOA1,0.087002215,-0.837622914
Astro,CYB5B,0.087002215,-0.169563346
Astro,FUCA2,0.087048213,-0.656049196
Astro,RNF26,0.08706518,-0.969922241
Astro,SPSB2,0.08706518,-0.898630633
Astro,AGAP2,0.08706518,4.586087285
Astro,MYO15A,0.08706518,-2.220161299
Astro,COL8A1,0.087144378,4.099058783
Astro,RPS27,0.087173855,0.666718484
Astro,ANKS6,0.087310523,-0.468041889
Astro,RPL23,0.087348767,0.41274011
Astro,SPDYE16,0.087668155,-0.884591484
Astro,VIPR2,0.08795658,-1.941044974
Astro,DLG1,0.087958858,-0.219651102
Astro,PAK3,0.088030406,-0.748916544
Astro,CCDC93,0.088201165,-0.253220767
Astro,UPP2,0.088201165,-0.267931076
Astro,RAB3A,0.088424714,-0.977636792
Astro,FBXO36,0.088594469,-0.301371602
Astro,ANXA8L1,0.088594469,1.915648085
Astro,MAP4K1,0.088594469,2.988477369
Astro,SPI1,0.088610829,-0.791613468
Astro,ANKRD13C,0.088834095,-0.27057794
Astro,COL5A2,0.08893039,-0.373673267
Astro,NOCT,0.08893039,-0.876980298
Astro,FN3K,0.089075917,-0.248637837
Astro,FGGY,0.089331122,-0.095883907
Astro,TEX9,0.089331122,0.047616462
Astro,AGBL2,0.089376535,-1.050984167
Astro,WDR11,0.089970599,-0.246516815
Astro,HINT1,0.090060781,-0.512203252
Astro,TTC23,0.090060781,-0.386878586
Astro,PLA2G12A,0.090158076,-0.578321863
Astro,PPP2R5E,0.090651781,-0.323384783
Astro,PCNX,0.090651781,-0.06295632
Astro,NHP2,0.090671572,-1.089974247
Astro,RPF1,0.090990786,-0.662884902
Astro,HIVEP3,0.091509588,-0.280998671
Astro,MFHAS1,0.091509588,-0.182219632
Astro,KDM4C,0.091509588,-0.268651072
Astro,EFR3A,0.091513111,-0.163437833
Astro,SYCP3,0.091513111,-0.684547074
Astro,TOB1,0.091513111,0.573714932
Astro,MTMR3,0.091513111,-0.202184191
Astro,DDX5,0.091956029,-0.102713264
Astro,GABRA4,0.092025861,-0.820383395
Astro,ANKRD27,0.093087345,-0.428265924
Astro,FAM213A,0.093105821,-0.124320799
Astro,MRPS12,0.093105821,-1.653582152
Astro,PAQR6,0.093457879,-0.36081417
Astro,CROCC,0.093546707,0.552993378
Astro,NDUFS1,0.093645665,-0.157094989
Astro,NEK1,0.093645665,-0.204187927
Astro,SEC11A,0.093782421,-0.428749692
Astro,ELOVL6,0.094587697,-0.43039349
Astro,KIN,0.094730438,-0.674009967
Astro,HDAC8,0.095151168,-0.073982872
Astro,TGFB1,0.095151168,-0.445230177
Astro,ARHGEF11,0.095871764,-0.113676995
Astro,UVRAG,0.096187046,-0.257192306
Astro,MLLT10,0.096187046,-0.126986126
Astro,RSRC2,0.096303358,-0.302481233
Astro,PDE9A,0.096520479,-0.213675528
Astro,ZBTB8A,0.097279768,-0.872103767
Astro,FLVCR1,0.097279768,-0.499926887
Astro,PHF1,0.097279768,0.708696655
Astro,TPST2,0.097279768,-0.709736447
Astro,PPWD1,0.097631178,-0.40675683
Astro,C10orf10,0.09768765,0.654721637
Astro,ACTR1A,0.09768765,0.844911703
Astro,UBE3B,0.09768765,-0.162441636
Astro,KCNC2,0.098335924,-0.687608038
Astro,HARS2,0.098819227,-0.858699544
Astro,STMN2,0.098819227,-0.341982273
Astro,DDIT4,0.098819227,-0.216291592
Astro,SH3BP4,0.098850765,-1.016916141
Astro,GRIA3,0.098850765,-0.485245239
Astro,PRIMPOL,0.099302244,-0.320270668
Astro,TMEM178B,0.099302244,-0.087129852
Astro,PTP4A3,0.099302244,1.30424824
Astro,NCKAP5,0.099558033,-0.082292059
Astro,CRBN,0.099558033,-0.236060352
Astro,FILIP1L,0.099558033,-0.689458605
Astro,THNSL1,0.099558033,-2.396913789
Astro,HTR4,0.099650593,-2.028895424
Astro,CNBD2,0.099662789,-0.621165219
Astro,BLOC1S2,0.099938697,-0.939490636
Astro,CATIP,0.099958766,-1.391272042
Astro,ASRGL1,0.099958766,-0.121067723
Astro,NPRL3,0.099958766,-0.214937276
Astro,ZNF431,0.099958766,-0.305780051
Astro,SFXN1,0.100194571,-0.127662196
Astro,GOLGA1,0.100416393,-0.336962329
Astro,TTC9B,0.100416393,-1.611284365
Astro,GPAM,0.101476861,-0.268237793
Astro,GLIS3,0.10168136,0.207652976
Astro,KIF3B,0.10225666,-0.336586044
Astro,GATAD2B,0.102641366,-0.107837888
Astro,DHX29,0.102725173,-0.236121135
Astro,CSNK1E,0.102725173,-0.164215746
Astro,ST3GAL1,0.102819025,-0.371166744
Astro,MAPKAPK2,0.102999393,-0.29098847
Astro,PIK3AP1,0.102999393,-1.749840898
Astro,CERS5,0.102999393,-0.20522543
Astro,TECR,0.102999393,-0.249340042
Astro,ERI2,0.103422337,-0.396400005
Astro,MPPED2,0.103570649,-0.144896868
Astro,AC004381.6,0.103699407,-1.222049922
Astro,RWDD2A,0.103906765,-1.043790529
Astro,NEFL,0.104199778,-0.379014404
Astro,CBLB,0.104592379,-0.208312217
Astro,FSTL1,0.105480068,0.465376147
Astro,MALT1,0.105480068,-0.188801335
Astro,ATL2,0.105614538,-0.316983571
Astro,RPL7,0.105614538,-0.312498886
Astro,CLTA,0.105614538,-0.597029675
Astro,ACOT7,0.105712542,-0.238992483
Astro,SIL1,0.105712542,-0.171630995
Astro,KIAA0907,0.105980231,-0.498049569
Astro,CTIF,0.106141835,-0.130700468
Astro,ZCWPW2,0.106313224,-0.198929867
Astro,USP48,0.106495763,-0.32802804
Astro,HS3ST4,0.106958682,-1.023423708
Astro,AGAP6,0.107024449,-0.165757003
Astro,CARNMT1,0.107064079,-0.447118451
Astro,CPSF3L,0.107142357,0.648793668
Astro,MECOM,0.107677916,0.594451857
Astro,C4orf36,0.107721937,-0.193201644
Astro,POC5,0.107721937,-0.494527589
Astro,CCDC167,0.107721937,-0.998010769
Astro,ALDH2,0.107721937,-0.139590794
Astro,CCDC12,0.107829665,-0.241464308
Astro,IFIT1,0.107829665,-1.093218861
Astro,COQ7,0.107829665,-0.245484509
Astro,PTPRM,0.107829665,-0.086560362
Astro,OAT,0.10819965,-0.213512756
Astro,PDZD4,0.108333901,0.707296824
Astro,DYNC2H1,0.108333901,-0.112914037
Astro,HELZ,0.108558208,-0.197971794
Astro,DIP2B,0.108696548,-0.156019875
Astro,PSPN,0.108696548,3.481297692
Astro,RGCC,0.109081278,-0.250373506
Astro,UST,0.109124662,-0.14905974
Astro,ABCA2,0.109587612,0.580965455
Astro,ADGRG1,0.109587612,0.294318491
Astro,SNX9,0.109660994,-0.355608429
Astro,ST7,0.10968252,-0.114152079
Astro,MARCH1,0.10972017,-0.252562136
Astro,CMSS1,0.110486352,-0.363446805
Astro,NKAIN1,0.110745029,-2.203432931
Astro,BICC1,0.110810972,-0.261008963
Astro,RAD54B,0.110828648,1.204800459
Astro,STK32A,0.111322094,1.136367472
Astro,ASH1L,0.111360636,-0.068913881
Astro,TPST1,0.112017474,-0.325504001
Astro,DPF2,0.112017474,-0.371270017
Astro,RASD2,0.112017474,-2.661440493
Astro,AC002310.13,0.112059989,-1.269602454
Astro,S100A14,0.112179701,-2.041230785
Astro,TRIB1,0.112192204,-0.664554404
Astro,LPIN1,0.112329261,0.219702999
Astro,RSRC1,0.11250324,-0.277989514
Astro,SNAP23,0.113242392,-0.291013012
Astro,KDM5D,0.113242392,-0.956130462
Astro,CTNND1,0.113253798,-0.353288866
Astro,B3GALNT2,0.114655761,-0.23826922
Astro,PHKB,0.114655761,-0.341412636
Astro,SDK2,0.115111393,0.762731344
Astro,MYL12B,0.115111393,-0.951611715
Astro,NSL1,0.115964442,-0.389547706
Astro,ENC1,0.116048142,-0.738105764
Astro,TAF3,0.116370169,-0.126903106
Astro,NARFL,0.116370169,-0.473555501
Astro,PCDHGA1,0.116553079,1.553902288
Astro,FOXN2,0.117219599,-0.23188594
Astro,THAP4,0.117219599,-0.534701342
Astro,RALGAPA1,0.117219599,-0.160498077
Astro,METTL6,0.117343488,-0.478044561
Astro,KIF6,0.117524501,-0.360477527
Astro,HEATR5B,0.117929479,-0.228972069
Astro,CD47,0.117929952,-0.217477915
Astro,SIN3A,0.117929952,-0.412264126
Astro,DMD,0.118046804,-0.072881464
Astro,TRIO,0.118316801,-0.115722178
Astro,CACNA1I,0.118403378,-1.912489389
Astro,FAM227B,0.118517366,-0.183088075
Astro,CRELD2,0.118517366,-0.395460788
Astro,RPL35A,0.118729434,0.456885588
Astro,ATAD2,0.118916893,-0.222301497
Astro,SLC35F5,0.119148594,-0.310056091
Astro,E2F3,0.119192245,-0.277213516
Astro,MARVELD1,0.119192245,-1.331087963
Astro,MUM1,0.119192245,-0.074478022
Astro,C1orf159,0.11968984,-0.498143451
Astro,FDPS,0.119887698,-0.32750989
Astro,ZBTB43,0.119887698,-0.208994183
Astro,C20orf96,0.119887698,-0.649236799
Astro,PABPC1L,0.119887698,1.058366458
Astro,SCYL1,0.120251554,-0.610927103
